feature,coef,abs_coef
date_diff_days,-15.87088595893451,15.87088595893451
text_cosine,1.801204155659085,1.801204155659085
location_jaccard,-1.110125806822041,1.110125806822041
text_loc_interaction,0.8681423439484749,0.8681423439484749
desc_jaccard,-0.5883915484817446,0.5883915484817446
text_color_interaction,0.13275594502280438,0.13275594502280438
title_jaccard,0.08737181738803755,0.08737181738803755
desc_len_diff,-0.023997851498949528,0.023997851498949528
